Data;Ano;Último;Abertura;Máxima;Mínima;Vol.;Var%;;
28.12.2018;2018;87.887,26;85.469,47;88.044,02;85.469,47;3,76M;2,84%;;
27.12.2018;2018;85.460,20;85.140,60;85.738,96;84.876,08;3,94M;0,38%;;15,0%
26.12.2018;2018;85.136,10;85.684,26;85.684,26;83.891,74;3,46M;-0,65%;;
21.12.2018;2018;85.697,15;85.268,82;86.554,05;85.134,12;6,26M;0,50%;;
20.12.2018;2018;85.269,29;85.678,06;86.583,73;84.755,68;6,29M;-0,47%;;
19.12.2018;2018;85.673,52;86.616,59;88.101,07;85.673,52;5,84M;-1,08%;;
18.12.2018;2018;86.610,49;86.400,35;87.274,15;86.400,35;4,22M;0,24%;;
17.12.2018;2018;86.399,68;87.448,03;87.819,90;86.327,69;3,97M;-1,20%;;
14.12.2018;2018;87.449,50;87.837,59;88.183,93;87.106,12;3,66M;-0,44%;;
13.12.2018;2018;87.837,59;86.979,07;87.842,49;86.856,34;3,77M;0,99%;;
12.12.2018;2018;86.977,46;86.419,92;87.945,65;86.419,92;5,16M;0,65%;;
11.12.2018;2018;86.419,57;85.918,08;87.520,48;85.583,05;4,53M;0,59%;;
10.12.2018;2018;85.914,71;88.115,07;88.384,22;85.914,71;4,21M;-2,50%;;
07.12.2018;2018;88.115,07;88.849,12;89.985,99;87.907,38;4,62M;-0,82%;;
06.12.2018;2018;88.846,48;88.932,58;88.932,58;87.025,06;4,51M;-0,22%;;
05.12.2018;2018;89.039,79;88.644,17;89.111,20;88.448,91;2,88M;0,47%;;
04.12.2018;2018;88.624,45;89.820,09;90.452,48;88.041,23;5,03M;-1,33%;;
03.12.2018;2018;89.820,09;89.511,16;91.242,22;89.429,17;6,12M;0,35%;;
30.11.2018;2018;89.504,03;89.709,12;90.245,54;89.257,73;6,95M;-0,23%;;
29.11.2018;2018;89.709,56;89.249,06;89.909,58;88.475,27;4,39M;0,51%;;
28.11.2018;2018;89.250,82;87.891,18;89.482,93;87.153,47;5,46M;1,55%;;
27.11.2018;2018;87.891,18;85.547,48;88.017,90;85.376,78;5,12M;2,74%;;
26.11.2018;2018;85.546,51;86.237,45;87.147,38;84.904,74;4,70M;-0,79%;;
23.11.2018;2018;86.230,22;87.479,45;87.479,45;85.762,82;4,28M;-1,43%;;
22.11.2018;2018;87.477,44;87.268,68;87.656,37;87.221,67;2,31M;0,24%;;
21.11.2018;2018;87.268,80;87.896,13;87.896,13;86.254,21;4,27M;-0,72%;;
19.11.2018;2018;87.900,83;88.472,47;88.483,65;87.046,54;3,75M;-0,69%;;
16.11.2018;2018;88.515,27;85.974,89;88.516,46;85.974,89;5,34M;2,96%;;
14.11.2018;2018;85.973,06;84.898,40;85.973,06;84.267,01;5,76M;1,25%;;
13.11.2018;2018;84.914,11;85.531,13;85.940,63;84.071,39;4,55M;-0,71%;;
12.11.2018;2018;85.524,70;85.643,90;86.227,44;85.009,29;3,64M;-0,14%;;
09.11.2018;2018;85.641,21;85.620,13;86.233,42;84.030,36;4,96M;0,02%;;
08.11.2018;2018;85.620,13;87.719,45;88.569,70;85.620,13;5,46M;-2,39%;;
07.11.2018;2018;87.714,35;88.676,31;89.564,71;87.540,86;4,51M;-1,08%;;
06.11.2018;2018;88.668,92;89.587,02;89.587,02;88.065,84;4,50M;-1,04%;;
05.11.2018;2018;89.598,16;88.418,37;89.598,16;88.347,26;4,76M;1,33%;;
01.11.2018;2018;88.419,05;87.427,56;89.017,37;87.094,01;6,06M;1,14%;;
31.10.2018;2018;87.423,55;86.888,69;88.028,20;86.213,13;6,07M;0,62%;;
30.10.2018;2018;86.885,71;83.801,52;86.989,63;83.801,52;6,76M;3,69%;;
29.10.2018;2018;83.796,71;85.728,47;88.377,16;82.782,96;7,97M;-2,24%;;
26.10.2018;2018;85.719,87;84.083,51;85.719,87;83.497,17;6,67M;1,95%;;
25.10.2018;2018;84.083,51;83.124,32;84.830,92;83.124,32;5,53M;1,23%;;
24.10.2018;2018;83.063,56;85.301,87;85.786,21;83.034,85;4,82M;-2,62%;;
23.10.2018;2018;85.300,03;85.595,34;85.595,34;84.032,43;4,52M;-0,35%;;
22.10.2018;2018;85.596,69;84.221,85;85.772,47;84.221,85;3,99M;1,63%;;
19.10.2018;2018;84.219,74;83.845,35;84.954,41;83.666,71;3,87M;0,44%;;
18.10.2018;2018;83.847,12;85.759,82;85.759,82;83.845,84;4,21M;-2,24%;;
17.10.2018;2018;85.763,95;85.713,92;86.167,32;84.944,05;5,01M;0,05%;;
16.10.2018;2018;85.717,56;83.420,01;85.717,56;83.420,01;4,96M;2,83%;;
15.10.2018;2018;83.359,76;82.922,49;84.278,04;82.922,49;4,93M;0,53%;;
11.10.2018;2018;82.921,08;83.700,40;84.748,55;82.607,34;5,35M;-0,91%;;
10.10.2018;2018;83.679,11;86.084,48;86.084,57;83.679,11;5,38M;-2,80%;;
09.10.2018;2018;86.087,55;86.052,94;86.573,49;85.432,70;6,66M;0,00%;;
08.10.2018;2018;86.083,91;82.324,46;87.333,09;82.324,46;10,31M;4,57%;;
05.10.2018;2018;82.321,52;82.972,09;83.804,97;82.029,95;5,56M;-0,76%;;
04.10.2018;2018;82.952,81;83.275,01;83.430,40;81.891,66;5,09M;-0,38%;;
03.10.2018;2018;83.273,40;81.624,31;85.441,79;81.622,97;7,85M;2,04%;;
02.10.2018;2018;81.612,28;78.625,46;81.778,19;78.625,46;6,13M;3,80%;;
01.10.2018;2018;78.623,66;79.350,43;79.556,55;78.090,72;3,23M;-0,91%;;
28.09.2018;2018;79.342,42;80.000,09;80.000,09;78.966,99;4,19M;-0,82%;;
27.09.2018;2018;80.000,09;78.675,71;80.106,92;78.675,71;4,61M;1,71%;;
26.09.2018;2018;78.656,16;78.634,18;79.460,89;78.530,18;3,85M;0,03%;;
25.09.2018;2018;78.630,14;77.979,59;78.688,47;77.005,45;3,81M;0,83%;;
24.09.2018;2018;77.984,18;79.446,73;79.446,73;77.857,06;2,91M;-1,84%;;
21.09.2018;2018;79.444,29;78.116,32;80.001,60;78.116,32;4,81M;1,70%;;
20.09.2018;2018;78.116,01;78.168,66;78.943,89;77.820,24;3,23M;-0,07%;;
19.09.2018;2018;78.168,66;78.268,35;79.020,76;77.623,92;3,90M;-0,19%;;
18.09.2018;2018;78.313,96;76.780,71;78.454,46;76.676,97;4,30M;1,99%;;
17.09.2018;2018;76.788,85;75.428,42;76.893,13;75.227,25;3,50M;1,80%;;
14.09.2018;2018;75.429,09;74.686,67;75.704,76;74.444,78;3,33M;0,99%;;
13.09.2018;2018;74.686,67;75.126,02;75.407,05;74.500,94;3,16M;-0,58%;;
12.09.2018;2018;75.124,81;74.679,79;75.679,52;74.498,71;3,82M;0,63%;;
11.09.2018;2018;74.656,51;76.437,15;76.437,15;74.274,51;3,51M;-2,33%;;
10.09.2018;2018;76.436,35;76.416,01;77.293,01;76.114,61;3,20M;0,03%;;
06.09.2018;2018;76.416,01;75.098,30;76.533,41;74.986,42;3,40M;1,76%;;
05.09.2018;2018;75.092,27;74.712,14;75.369,51;74.276,40;2,92M;0,51%;;
04.09.2018;2018;74.711,80;76.192,18;76.192,18;74.605,49;3,26M;-1,94%;;
03.09.2018;2018;76.192,73;76.675,48;76.675,48;75.728,84;1,73M;-0,63%;;
31.08.2018;2018;76.677,53;76.385,67;77.202,24;76.025,96;4,27M;0,36%;;
30.08.2018;2018;76.404,09;78.388,83;78.388,83;76.372,21;1,73M;-2,53%;;
29.08.2018;2018;78.388,83;77.471,84;78.782,51;77.399,08;3,22M;1,18%;;
28.08.2018;2018;77.473,18;77.927,70;78.038,05;77.149,44;3,06M;-0,59%;;
27.08.2018;2018;77.929,68;76.264,27;78.007,58;76.264,27;2,84M;2,19%;;
24.08.2018;2018;76.262,23;75.647,35;76.628,66;75.647,35;3,26M;0,83%;;
23.08.2018;2018;75.633,77;76.898,15;77.232,11;75.465,85;3,99M;-1,65%;;
22.08.2018;2018;76.902,30;75.171,37;76.904,48;74.875,80;3,72M;2,29%;;
21.08.2018;2018;75.180,40;76.326,79;76.339,91;74.914,79;4,20M;-1,50%;;
20.08.2018;2018;76.327,89;76.028,61;76.497,03;75.607,85;3,69M;0,39%;;
17.08.2018;2018;76.028,50;76.816,84;76.816,84;75.632,81;3,86M;-1,03%;;
16.08.2018;2018;76.818,72;77.084,96;77.703,73;76.381,27;3,39M;-0,34%;;
15.08.2018;2018;77.077,50;78.613,52;78.617,96;76.828,55;4,52M;-1,94%;;
14.08.2018;2018;78.602,11;77.498,61;78.741,69;77.498,61;3,83M;1,43%;;
13.08.2018;2018;77.496,45;76.513,00;77.689,01;75.931,14;4,08M;1,28%;;
10.08.2018;2018;76.514,35;78.766,07;78.766,07;76.043,11;4,83M;-2,86%;;
09.08.2018;2018;78.767,99;79.170,78;79.460,64;78.156,47;3,83M;-0,48%;;
08.08.2018;2018;79.151,70;80.346,52;80.911,99;78.966,21;3,95M;-1,49%;;
07.08.2018;2018;80.346,52;81.092,69;81.742,39;79.923,07;3,98M;-0,87%;;
06.08.2018;2018;81.050,76;81.444,64;81.764,90;80.964,91;2,59M;-0,47%;;
03.08.2018;2018;81.434,98;79.655,71;81.792,10;79.655,71;3,92M;2,26%;;
02.08.2018;2018;79.636,69;79.237,20;79.896,29;78.573,05;3,10M;0,42%;;
01.08.2018;2018;79.301,65;79.212,99;79.730,63;78.768,87;3,33M;0,10%;;
31.07.2018;2018;79.220,43;80.279,31;80.279,31;79.016,26;3,46M;-1,31%;;
30.07.2018;2018;80.275,59;79.865,74;80.491,57;79.699,03;2,71M;0,51%;;
27.07.2018;2018;79.866,10;79.405,45;80.250,92;79.405,45;3,11M;0,58%;;
26.07.2018;2018;79.405,34;80.242,42;80.588,66;79.081,32;3,71M;-1,01%;;
25.07.2018;2018;80.218,04;79.154,02;80.436,63;79.154,02;3,58M;1,34%;;
24.07.2018;2018;79.154,98;78.005,14;79.496,72;78.005,14;3,38M;1,49%;;
23.07.2018;2018;77.996,12;78.571,29;78.639,38;77.871,41;2,52M;-0,73%;;
20.07.2018;2018;78.571,29;77.499,69;79.488,74;77.499,69;4,89M;1,40%;;
19.07.2018;2018;77.486,84;77.359,85;77.486,84;75.889,82;3,90M;0,16%;;
18.07.2018;2018;77.362,63;78.123,54;78.496,15;77.163,55;3,50M;-0,98%;;
17.07.2018;2018;78.130,30;76.652,52;78.522,17;76.481,91;4,00M;1,93%;;
16.07.2018;2018;76.652,58;76.587,39;76.923,95;76.129,27;3,23M;0,08%;;
13.07.2018;2018;76.594,35;75.856,22;76.682,09;75.553,78;3,42M;0,97%;;
12.07.2018;2018;75.856,22;74.402,98;75.897,89;74.402,98;3,62M;1,96%;;
11.07.2018;2018;74.398,55;74.862,38;75.024,51;74.196,44;3,88M;-0,62%;;
10.07.2018;2018;74.862,38;75.015,10;75.895,19;74.431,23;4,02M;-0,20%;;
06.07.2018;2018;75.010,39;74.557,62;75.064,74;74.047,97;2,73M;0,61%;;
05.07.2018;2018;74.553,06;74.751,02;75.126,63;73.755,83;3,67M;-0,25%;;
04.07.2018;2018;74.743,11;73.667,40;74.904,36;73.449,59;2,21M;1,46%;;
03.07.2018;2018;73.667,75;72.847,84;74.514,86;72.847,84;3,35M;1,14%;;
02.07.2018;2018;72.839,74;72.762,51;72.839,74;71.934,70;2,84M;0,11%;;
29.06.2018;2018;72.762,51;71.779,05;73.020,19;71.779,05;4,00M;1,39%;;
28.06.2018;2018;71.766,52;70.609,00;72.092,31;70.439,44;3,62M;1,64%;;
27.06.2018;2018;70.609,00;71.405,26;72.032,13;70.133,96;3,70M;-1,11%;;
26.06.2018;2018;71.404,59;70.967,67;71.621,51;70.202,97;3,61M;0,64%;;
25.06.2018;2018;70.952,97;70.641,99;71.323,17;69.779,24;3,45M;0,44%;;
22.06.2018;2018;70.640,65;70.076,53;71.057,56;69.906,76;3,15M;0,81%;;
21.06.2018;2018;70.074,90;72.117,36;72.206,55;70.018,65;3,60M;-2,84%;;
20.06.2018;2018;72.123,41;71.396,77;72.617,28;71.154,83;4,55M;1,02%;;
19.06.2018;2018;71.394,34;69.811,36;72.010,18;69.068,77;5,35M;2,26%;;
18.06.2018;2018;69.814,74;70.757,06;70.757,06;69.359,55;3,58M;-1,33%;;
15.06.2018;2018;70.757,73;71.420,52;71.420,52;69.582,50;6,66M;-0,93%;;
14.06.2018;2018;71.421,19;72.151,33;72.707,61;71.343,71;4,41M;-0,97%;;
13.06.2018;2018;72.122,14;72.756,83;72.977,13;71.035,03;4,50M;-0,87%;;
12.06.2018;2018;72.754,13;72.308,33;73.321,55;72.123,77;4,01M;0,62%;;
11.06.2018;2018;72.307,77;72.942,52;73.715,74;71.843,01;3,67M;-0,87%;;
08.06.2018;2018;72.942,07;73.847,88;74.031,36;71.679,48;6,14M;-1,23%;;
07.06.2018;2018;73.851,46;76.117,22;76.117,22;71.161,52;8,17M;-2,98%;;
06.06.2018;2018;76.117,22;76.641,03;76.966,87;75.517,53;5,02M;-0,68%;;
05.06.2018;2018;76.641,72;78.595,23;78.892,02;76.412,03;4,64M;-2,49%;;
04.06.2018;2018;78.596,06;77.243,91;78.637,44;77.243,91;4,15M;1,76%;;
01.06.2018;2018;77.239,75;76.779,38;78.168,54;75.524,43;6,23M;0,63%;;
30.05.2018;2018;76.753,61;76.057,54;77.096,63;75.514,60;7,67M;0,90%;;
29.05.2018;2018;76.071,97;75.361,05;77.213,65;75.361,05;6,16M;0,95%;;
28.05.2018;2018;75.355,84;78.886,48;78.886,48;75.336,89;4,31M;-4,49%;;
25.05.2018;2018;78.897,66;80.123,45;80.628,85;78.622,41;4,81M;-1,53%;;
24.05.2018;2018;80.122,31;80.859,80;80.859,80;79.026,52;6,37M;-0,92%;;
23.05.2018;2018;80.867,29;82.741,54;82.741,54;80.867,29;4,00M;-2,26%;;
22.05.2018;2018;82.738,88;81.817,42;83.395,91;81.612,62;4,93M;1,13%;;
21.05.2018;2018;81.815,32;83.095,39;83.882,87;81.575,52;4,37M;-1,52%;;
18.05.2018;2018;83.081,88;83.613,64;83.613,64;81.390,93;5,91M;-0,65%;;
17.05.2018;2018;83.621,95;86.536,52;86.536,52;83.377,37;5,68M;-3,37%;;
16.05.2018;2018;86.536,97;85.121,64;86.678,21;85.043,60;3,82M;1,65%;;
15.05.2018;2018;85.130,42;85.224,78;85.231,47;83.829,79;4,54M;-0,12%;;
14.05.2018;2018;85.232,18;85.221,90;86.105,04;84.687,67;4,21M;0,01%;;
11.05.2018;2018;85.220,24;85.861,42;86.406,22;85.183,37;4,52M;-0,75%;;
10.05.2018;2018;85.861,20;84.283,91;86.200,93;84.283,91;4,75M;1,89%;;
09.05.2018;2018;84.265,49;82.977,48;84.447,31;82.855,18;4,84M;1,58%;;
08.05.2018;2018;82.956,05;82.714,98;83.408,91;82.201,28;4,07M;0,29%;;
07.05.2018;2018;82.714,43;83.122,31;83.642,91;82.601,51;2,93M;-0,49%;;
04.05.2018;2018;83.118,03;83.286,38;83.670,63;82.745,64;3,58M;-0,20%;;
03.05.2018;2018;83.288,14;84.546,82;84.562,37;83.178,35;4,10M;-1,49%;;
02.05.2018;2018;84.547,09;86.110,76;86.110,76;84.382,57;3,84M;-1,82%;;
30.04.2018;2018;86.115,50;86.442,70;86.739,48;85.978,54;2,25M;-0,38%;;
27.04.2018;2018;86.444,66;86.383,20;87.178,65;86.262,43;3,14M;0,07%;;
26.04.2018;2018;86.383,20;85.051,35;86.383,20;85.051,35;3,23M;1,57%;;
25.04.2018;2018;85.044,39;85.465,87;85.465,87;84.348,70;3,32M;-0,50%;;
24.04.2018;2018;85.469,08;85.603,18;86.577,74;85.105,85;2,93M;-0,16%;;
23.04.2018;2018;85.602,50;85.520,42;85.745,94;84.710,73;2,50M;0,06%;;
20.04.2018;2018;85.550,09;85.823,13;85.823,13;85.024,85;3,08M;-0,32%;;
19.04.2018;2018;85.824,26;85.774,78;86.059,44;85.197,28;3,63M;0,06%;;
18.04.2018;2018;85.776,46;84.090,28;86.149,14;84.090,28;4,33M;2,01%;;
17.04.2018;2018;84.086,13;82.862,26;84.191,19;82.809,56;2,71M;1,48%;;
16.04.2018;2018;82.861,58;84.328,20;84.591,47;82.761,97;3,00M;-1,75%;;
13.04.2018;2018;84.334,41;85.441,03;85.441,03;84.143,70;3,61M;-1,30%;;
12.04.2018;2018;85.443,53;85.245,59;85.576,90;85.025,38;2,92M;0,23%;;
11.04.2018;2018;85.245,59;84.493,89;85.416,54;84.340,41;3,47M;0,87%;;
10.04.2018;2018;84.510,36;83.312,03;84.537,82;83.312,03;3,63M;1,44%;;
09.04.2018;2018;83.307,23;84.832,44;85.110,06;83.154,65;3,27M;-1,78%;;
06.04.2018;2018;84.820,42;85.209,66;85.209,66;83.832,67;3,16M;-0,46%;;
05.04.2018;2018;85.209,66;84.373,95;86.147,75;84.373,95;4,39M;1,01%;;
04.04.2018;2018;84.359,69;84.610,30;84.610,30;82.826,04;3,04M;-0,31%;;
03.04.2018;2018;84.623,46;84.668,89;85.411,27;84.209,58;2,66M;-0,05%;;
02.04.2018;2018;84.666,44;85.364,83;85.675,48;84.165,56;2,68M;-0,82%;;
29.03.2018;2018;85.365,56;83.874,14;85.708,00;83.874,14;3,25M;1,78%;;
28.03.2018;2018;83.874,14;83.805,70;83.889,00;82.889,44;3,00M;0,08%;;
27.03.2018;2018;83.808,06;85.102,68;85.295,81;83.542,05;3,04M;-1,50%;;
26.03.2018;2018;85.087,86;84.377,31;85.552,72;84.356,76;2,43M;0,84%;;
23.03.2018;2018;84.377,19;84.766,09;85.449,54;84.041,53;3,28M;-0,46%;;
22.03.2018;2018;84.767,88;84.984,14;85.499,17;84.196,60;3,34M;-0,25%;;
21.03.2018;2018;84.976,59;84.165,84;85.145,34;84.080,02;3,36M;0,97%;;
20.03.2018;2018;84.163,80;83.918,78;84.411,65;83.682,04;2,76M;0,30%;;
19.03.2018;2018;83.913,06;84.886,15;84.886,15;83.677,64;3,43M;-1,15%;;
16.03.2018;2018;84.886,49;84.928,20;85.494,68;84.525,46;5,61M;-0,05%;;
15.03.2018;2018;84.928,20;86.050,73;86.050,73;84.719,69;3,96M;-1,30%;;
14.03.2018;2018;86.050,96;86.383,17;86.969,99;85.690,89;2,64M;-0,39%;;
13.03.2018;2018;86.383,85;86.902,49;87.333,24;86.118,93;2,82M;-0,59%;;
12.03.2018;2018;86.900,43;86.386,22;87.045,75;86.386,22;2,68M;0,61%;;
09.03.2018;2018;86.371,41;84.987,15;86.388,75;84.749,29;3,59M;1,63%;;
08.03.2018;2018;84.984,61;85.509,88;85.829,53;84.491,49;3,81M;-0,58%;;
07.03.2018;2018;85.483,55;85.652,90;85.652,90;84.396,91;3,56M;-0,20%;;
06.03.2018;2018;85.653,02;86.023,05;86.930,55;85.653,02;3,72M;-0,43%;;
05.03.2018;2018;86.022,83;85.761,19;86.164,80;85.053,33;3,53M;0,30%;;
02.03.2018;2018;85.761,34;85.377,82;85.761,34;83.896,94;4,00M;0,45%;;
01.03.2018;2018;85.377,79;85.337,16;86.260,48;84.639,55;4,48M;0,03%;;
28.02.2018;2018;85.353,60;86.939,29;87.109,23;85.199,13;6,13M;-1,82%;;
27.02.2018;2018;86.935,44;87.648,98;87.839,35;86.612,93;3,64M;-0,82%;;
26.02.2018;2018;87.652,64;87.295,86;88.317,83;87.241,92;4,17M;0,41%;;
23.02.2018;2018;87.293,24;86.690,01;87.344,76;86.137,51;4,31M;0,70%;;
22.02.2018;2018;86.686,45;86.050,46;87.159,04;86.050,46;3,65M;0,74%;;
21.02.2018;2018;86.051,82;85.803,96;87.358,33;85.803,96;4,96M;0,29%;;
20.02.2018;2018;85.803,96;84.791,97;86.290,32;84.260,62;4,20M;1,19%;;
19.02.2018;2018;84.792,71;84.524,58;84.955,58;84.524,58;2,15M;0,32%;;
16.02.2018;2018;84.524,58;84.290,90;84.575,33;83.823,94;3,58M;0,28%;;
15.02.2018;2018;84.290,57;83.550,96;84.686,10;83.550,96;3,60M;0,90%;;
14.02.2018;2018;83.542,84;80.901,47;83.781,67;80.901,47;4,03M;3,27%;;
09.02.2018;2018;80.898,70;81.531,51;81.897,00;79.690,09;4,42M;-0,78%;;
08.02.2018;2018;81.532,53;82.773,48;83.500,94;81.109,01;4,14M;-1,49%;;
07.02.2018;2018;82.766,73;83.893,81;84.409,74;82.548,25;4,01M;-1,34%;;
06.02.2018;2018;83.894,04;81.857,26;84.161,84;80.804,30;5,77M;2,48%;;
05.02.2018;2018;81.861,09;84.039,78;84.310,79;81.861,09;3,35M;-2,59%;;
02.02.2018;2018;84.041,34;85.495,08;85.495,08;83.831,19;3,48M;-1,70%;;
01.02.2018;2018;85.495,24;84.912,87;86.027,99;84.832,74;4,21M;0,69%;;
31.01.2018;2018;84.912,70;84.485,49;86.212,82;84.484,39;4,36M;0,51%;;
30.01.2018;2018;84.482,46;84.697,27;84.697,27;83.803,60;3,68M;-0,25%;;
29.01.2018;2018;84.698,01;85.530,84;85.530,84;84.340,70;4,01M;-0,97%;;
26.01.2018;2018;85.530,84;83.680,24;85.530,84;83.680,24;5,58M;2,21%;;
24.01.2018;2018;83.680,00;80.678,81;83.680,00;80.678,81;5,67M;3,72%;;
23.01.2018;2018;80.678,35;81.676,09;81.676,09;80.523,84;3,83M;-1,22%;;
22.01.2018;2018;81.675,42;81.219,50;81.675,42;80.922,85;2,78M;0,56%;;
19.01.2018;2018;81.219,50;80.964,73;81.429,06;80.853,76;3,22M;0,32%;;
18.01.2018;2018;80.962,65;81.185,02;81.367,38;80.498,49;3,54M;-0,28%;;
17.01.2018;2018;81.189,16;79.831,63;81.189,47;79.827,85;3,44M;1,70%;;
16.01.2018;2018;79.831,76;79.750,74;80.246,33;79.667,72;3,07M;0,10%;;
15.01.2018;2018;79.752,37;79.349,12;79.846,66;79.349,12;2,00M;0,51%;;
12.01.2018;2018;79.349,12;79.365,44;79.440,47;78.861,38;3,69M;-0,02%;;
11.01.2018;2018;79.365,44;78.200,75;79.365,44;78.200,75;3,51M;1,49%;;
10.01.2018;2018;78.200,57;78.863,57;78.863,57;78.163,85;2,85M;-0,84%;;
09.01.2018;2018;78.863,54;79.379,21;79.414,91;78.699,25;3,57M;-0,65%;;
08.01.2018;2018;79.378,54;79.070,27;79.395,45;78.631,25;2,63M;0,39%;;
05.01.2018;2018;79.071,47;78.644,27;79.071,47;78.218,11;2,83M;0,54%;;
04.01.2018;2018;78.647,42;77.997,69;79.134,83;77.997,69;3,59M;0,84%;;
03.01.2018;2018;77.995,16;77.889,41;78.413,89;77.601,52;3,24M;0,13%;;
02.01.2018;2018;77.891,04;76.402,60;77.909,01;76.402,60;2,97M;1,95%;;
28.12.2017;2017;76.402,08;76.077,06;76.436,88;76.077,06;2,15M;0,43%;;
27.12.2017;2017;76.072,54;75.707,73;76.292,70;75.707,73;1,85M;0,48%;;
26.12.2017;2017;75.707,73;75.186,53;75.837,23;74.923,89;1,63M;0,69%;;
22.12.2017;2017;75.186,53;75.128,09;75.227,01;74.622,58;1,97M;0,07%;;
21.12.2017;2017;75.133,43;73.367,03;75.133,43;73.265,40;3,15M;2,41%;;
20.12.2017;2017;73.367,03;72.679,76;73.491,53;72.679,76;2,29M;0,94%;;
19.12.2017;2017;72.680,37;73.121,62;73.139,27;72.346,58;2,42M;-0,60%;;
18.12.2017;2017;73.115,45;72.621,39;73.518,58;72.621,39;3,30M;0,70%;;
15.12.2017;2017;72.607,70;72.428,32;73.068,80;72.277,15;4,80M;0,25%;;
14.12.2017;2017;72.428,93;72.912,72;72.912,72;71.968,97;3,60M;-0,67%;;
13.12.2017;2017;72.914,33;73.827,21;74.621,78;72.568,73;4,63M;-1,22%;;
12.12.2017;2017;73.813,53;72.799,71;73.813,53;71.798,49;3,05M;1,39%;;
11.12.2017;2017;72.800,04;72.774,97;73.360,94;72.497,52;2,53M;0,09%;;
08.12.2017;2017;72.731,84;72.489,15;73.425,32;72.489,15;3,18M;0,34%;;
07.12.2017;2017;72.487,46;73.267,88;73.267,88;71.356,40;3,36M;-1,07%;;
06.12.2017;2017;73.268,35;72.534,53;73.418,14;71.906,41;3,20M;1,00%;;
05.12.2017;2017;72.546,17;73.090,17;74.166,01;72.318,60;3,00M;-0,74%;;
04.12.2017;2017;73.090,17;72.266,11;73.748,68;72.266,11;3,13M;1,14%;;
01.12.2017;2017;72.264,45;71.955,27;72.472,18;71.487,74;3,10M;0,41%;;
30.11.2017;2017;71.970,99;72.700,45;72.700,45;71.215,19;5,51M;-1,00%;;
29.11.2017;2017;72.700,45;74.145,67;74.514,86;72.700,45;3,75M;-1,94%;;
28.11.2017;2017;74.139,72;74.059,95;74.988,55;74.056,40;3,12M;0,11%;;
27.11.2017;2017;74.058,92;74.157,15;74.157,15;73.158,99;2,90M;-0,13%;;
24.11.2017;2017;74.157,37;74.503,00;74.542,32;74.093,20;2,59M;-0,44%;;
23.11.2017;2017;74.486,58;74.518,79;74.577,82;73.851,42;1,60M;-0,04%;;
22.11.2017;2017;74.518,79;74.611,04;75.019,16;74.241,62;3,52M;-0,10%;;
21.11.2017;2017;74.594,61;73.438,97;75.073,29;73.438,97;3,65M;1,58%;;
17.11.2017;2017;73.437,28;72.512,14;73.632,20;72.389,59;2,83M;1,28%;;
16.11.2017;2017;72.511,79;70.827,38;72.895,77;70.827,38;3,44M;2,38%;;
14.11.2017;2017;70.826,59;72.442,33;72.837,80;70.824,91;4,49M;-2,27%;;
13.11.2017;2017;72.475,17;72.166,53;72.735,40;71.775,76;2,87M;0,43%;;
10.11.2017;2017;72.165,64;72.932,44;73.018,60;71.919,66;3,24M;-1,05%;;
09.11.2017;2017;72.930,69;74.363,02;74.363,02;72.795,37;3,41M;-1,93%;;
08.11.2017;2017;74.363,13;72.467,63;74.480,52;72.467,63;3,51M;2,69%;;
07.11.2017;2017;72.414,88;74.305,90;74.305,90;72.386,12;5,04M;-2,55%;;
06.11.2017;2017;74.310,79;73.911,36;74.444,87;73.829,83;3,40M;0,53%;;
03.11.2017;2017;73.915,43;73.833,88;74.254,03;73.093,65;4,52M;0,12%;;
01.11.2017;2017;73.823,74;74.310,26;75.199,28;73.822,81;3,78M;-0,65%;;
31.10.2017;2017;74.308,49;74.798,19;75.141,80;74.144,96;3,66M;-0,66%;;
30.10.2017;2017;74.800,33;75.972,70;75.972,70;74.305,16;3,93M;-1,55%;;
27.10.2017;2017;75.975,71;75.898,24;76.616,98;75.600,64;3,54M;0,10%;;
26.10.2017;2017;75.896,35;76.671,13;77.060,71;75.813,16;2,99M;-1,01%;;
25.10.2017;2017;76.671,13;76.350,19;76.882,57;75.404,32;3,05M;0,42%;;
24.10.2017;2017;76.350,19;75.425,98;76.419,53;75.425,98;3,14M;1,24%;;
23.10.2017;2017;75.413,13;76.397,93;76.497,87;75.315,02;2,71M;-1,28%;;
20.10.2017;2017;76.390,51;76.291,37;76.971,01;76.291,37;2,73M;0,14%;;
19.10.2017;2017;76.283,16;76.590,92;76.590,92;75.365,53;2,59M;-0,40%;;
18.10.2017;2017;76.591,09;76.211,10;76.729,54;76.012,45;3,25M;0,51%;;
17.10.2017;2017;76.201,25;76.891,84;76.891,84;76.046,38;2,86M;-0,90%;;
16.10.2017;2017;76.891,84;76.984,58;77.382,08;76.565,19;3,17M;-0,13%;;
13.10.2017;2017;76.989,79;76.659,37;77.318,63;76.659,37;3,30M;0,43%;;
11.10.2017;2017;76.659,80;76.910,03;76.984,88;76.322,58;3,90M;-0,31%;;
10.10.2017;2017;76.897,21;75.745,07;76.995,60;75.745,07;3,60M;1,55%;;
09.10.2017;2017;75.726,81;76.054,71;76.067,32;75.180,92;2,41M;-0,43%;;
06.10.2017;2017;76.054,72;76.617,53;76.617,53;75.602,63;3,09M;-0,73%;;
